inventory_id,product_id,branch_id,stock_quantity,reorder_level,max_stock_level,supplier_name,batch_number,expiry_date,warehouse_location,unit_cost,stock_value
INV-PRD0049-BR08,PRD0049,BR08,48,9,153,Dr. Reddy's Labs,BATCH612453,2025-01-15,WH-HYD-02,197.01,9456.48
INV-PRD0050-BR01,PRD0050,BR01,132,22,366,Dr. Reddy's Labs,BATCH540716,2026-06-24,WH-BLR-01,52.12,6879.84
INV-PRD0050-BR02,PRD0050,BR02,28,6,104,Dr. Reddy's Labs,BATCH360010,2025-04-13,WH-HYD-01,52.12,1459.36
INV-PRD0050-BR03,PRD0050,BR03,10,1,27,Dr. Reddy's Labs,BATCH872287,2026-02-08,WH-CHN-01,52.12,521.2
INV-PRD0050-BR04,PRD0050,BR04,34,5,88,Dr. Reddy's Labs,BATCH287143,2025-12-25,WH-HYD-01,52.12,1772.08
INV-PRD0050-BR05,PRD0050,BR05,137,33,518,Dr. Reddy's Labs,BATCH979883,2025-04-24,WH-CHN-01,52.12,7140.44
INV-PRD0050-BR06,PRD0050,BR06,81,18,281,Dr. Reddy's Labs,BATCH845896,2025-10-14,WH-BLR-01,52.12,4221.72
INV-PRD0050-BR07,PRD0050,BR07,141,34,480,Dr. Reddy's Labs,BATCH941847,2026-01-13,WH-BLR-01,52.12,7348.92
INV-PRD0050-BR08,PRD0050,BR08,44,6,152,Dr. Reddy's Labs,BATCH517146,2026-02-19,WH-CHN-01,52.12,2293.28
INV-PRD0051-BR01,PRD0051,BR01,187,28,645,Mankind Pharma,BATCH500540,2026-06-03,WH-BLR-01,63.55,11883.85
INV-PRD0051-BR02,PRD0051,BR02,196,30,740,Mankind Pharma,BATCH499276,2025-05-30,WH-HYD-01,63.55,12455.8
INV-PRD0051-BR03,PRD0051,BR03,177,42,466,Mankind Pharma,BATCH775173,2025-11-07,WH-HYD-02,63.55,11248.35
INV-PRD0051-BR04,PRD0051,BR04,100,21,258,Mankind Pharma,BATCH657458,2026-09-28,WH-HYD-02,63.55,6355.0
INV-PRD0051-BR05,PRD0051,BR05,174,30,578,Mankind Pharma,BATCH223604,2025-01-09,WH-HYD-01,63.55,11057.7
INV-PRD0051-BR06,PRD0051,BR06,222,36,580,Mankind Pharma,BATCH126659,2025-06-22,WH-BLR-01,63.55,14108.1
INV-PRD0051-BR07,PRD0051,BR07,184,40,635,Mankind Pharma,BATCH861701,2025-12-29,WH-HYD-01,63.55,11693.2
INV-PRD0051-BR08,PRD0051,BR08,41,7,114,Mankind Pharma,BATCH870545,2025-02-06,WH-BLR-01,63.55,2605.55
INV-PRD0052-BR01,PRD0052,BR01,168,40,610,Dr. Reddy's Labs,BATCH810941,2026-11-23,WH-CHN-01,243.23,40862.64
INV-PRD0052-BR02,PRD0052,BR02,15,3,58,Dr. Reddy's Labs,BATCH893085,2025-10-07,WH-BLR-01,243.23,3648.45
INV-PRD0052-BR03,PRD0052,BR03,180,40,535,Dr. Reddy's Labs,BATCH944686,2026-04-26,WH-HYD-02,243.23,43781.4
INV-PRD0052-BR04,PRD0052,BR04,35,7,125,Dr. Reddy's Labs,BATCH763990,2025-11-23,WH-BLR-01,243.23,8513.05
INV-PRD0052-BR05,PRD0052,BR05,86,17,253,Dr. Reddy's Labs,BATCH958091,2026-01-11,WH-HYD-02,243.23,20917.78
INV-PRD0052-BR06,PRD0052,BR06,234,49,877,Dr. Reddy's Labs,BATCH396070,2025-12-04,WH-CHN-01,243.23,56915.82
INV-PRD0052-BR07,PRD0052,BR07,239,41,942,Dr. Reddy's Labs,BATCH664183,2025-07-21,WH-HYD-01,243.23,58131.97
INV-PRD0052-BR08,PRD0052,BR08,17,2,60,Dr. Reddy's Labs,BATCH377415,2025-07-19,WH-HYD-02,243.23,4134.91
INV-PRD0053-BR01,PRD0053,BR01,71,11,267,Sun Pharmaceuticals,BATCH925781,2025-02-16,WH-CHN-01,538.79,38254.09
INV-PRD0053-BR02,PRD0053,BR02,71,14,185,Sun Pharmaceuticals,BATCH511722,2026-03-20,WH-CHN-01,538.79,38254.09
INV-PRD0053-BR03,PRD0053,BR03,17,4,48,Sun Pharmaceuticals,BATCH464083,2026-08-17,WH-HYD-02,538.79,9159.43
INV-PRD0053-BR04,PRD0053,BR04,161,29,447,Sun Pharmaceuticals,BATCH928272,2025-11-09,WH-HYD-01,538.79,86745.19
INV-PRD0053-BR05,PRD0053,BR05,162,40,592,Sun Pharmaceuticals,BATCH458087,2026-03-13,WH-HYD-01,538.79,87283.98
INV-PRD0053-BR06,PRD0053,BR06,1,0,3,Sun Pharmaceuticals,BATCH312150,2025-03-26,WH-HYD-01,538.79,538.79
INV-PRD0053-BR07,PRD0053,BR07,242,39,844,Sun Pharmaceuticals,BATCH271813,2025-09-26,WH-HYD-01,538.79,130387.18
INV-PRD0053-BR08,PRD0053,BR08,38,8,150,Sun Pharmaceuticals,BATCH336060,2026-07-18,WH-HYD-02,538.79,20474.02
INV-PRD0054-BR01,PRD0054,BR01,64,14,225,Abbott India,BATCH680271,2025-04-28,WH-HYD-01,321.24,20559.36
INV-PRD0054-BR02,PRD0054,BR02,130,27,425,Abbott India,BATCH828382,2026-08-08,WH-HYD-01,321.24,41761.2
INV-PRD0054-BR03,PRD0054,BR03,114,17,355,Abbott India,BATCH121703,2025-10-06,WH-BLR-01,321.24,36621.36
INV-PRD0054-BR04,PRD0054,BR04,19,3,51,Abbott India,BATCH517131,2026-01-31,WH-BLR-01,321.24,6103.56
INV-PRD0054-BR05,PRD0054,BR05,188,36,658,Abbott India,BATCH233033,2025-11-24,WH-HYD-01,321.24,60393.12
INV-PRD0054-BR06,PRD0054,BR06,78,12,291,Abbott India,BATCH836486,2025-11-14,WH-CHN-01,321.24,25056.72
INV-PRD0054-BR07,PRD0054,BR07,125,24,493,Abbott India,BATCH656585,2026-10-17,WH-HYD-01,321.24,40155.0
INV-PRD0054-BR08,PRD0054,BR08,17,3,54,Abbott India,BATCH549744,2025-11-19,WH-HYD-02,321.24,5461.08
INV-PRD0055-BR01,PRD0055,BR01,176,39,481,Lupin Pharma,BATCH259636,2026-06-20,WH-CHN-01,168.2,29603.2
INV-PRD0055-BR02,PRD0055,BR02,82,16,224,Lupin Pharma,BATCH176222,2025-11-18,WH-HYD-01,168.2,13792.4
INV-PRD0055-BR03,PRD0055,BR03,84,19,274,Lupin Pharma,BATCH660077,2026-07-22,WH-CHN-01,168.2,14128.8
INV-PRD0055-BR04,PRD0055,BR04,8,1,30,Lupin Pharma,BATCH874033,2026-08-03,WH-BLR-01,168.2,1345.6
INV-PRD0055-BR05,PRD0055,BR05,30,5,105,Lupin Pharma,BATCH466915,2026-05-01,WH-BLR-01,168.2,5046.0
INV-PRD0055-BR06,PRD0055,BR06,60,13,199,Lupin Pharma,BATCH766681,2025-09-19,WH-CHN-01,168.2,10092.0
INV-PRD0055-BR07,PRD0055,BR07,210,36,757,Lupin Pharma,BATCH432931,2025-09-23,WH-CHN-01,168.2,35322.0
INV-PRD0055-BR08,PRD0055,BR08,242,53,788,Lupin Pharma,BATCH711258,2025-03-31,WH-CHN-01,168.2,40704.4
INV-PRD0056-BR01,PRD0056,BR01,135,22,477,Mankind Pharma,BATCH969927,2026-12-15,WH-BLR-01,204.62,27623.7
INV-PRD0056-BR02,PRD0056,BR02,217,38,826,Mankind Pharma,BATCH335461,2026-01-18,WH-HYD-02,204.62,44402.54
INV-PRD0056-BR03,PRD0056,BR03,10,1,37,Mankind Pharma,BATCH204699,2026-01-16,WH-BLR-01,204.62,2046.2
INV-PRD0056-BR04,PRD0056,BR04,202,46,534,Mankind Pharma,BATCH470082,2025-04-09,WH-HYD-01,204.62,41333.24
INV-PRD0056-BR05,PRD0056,BR05,10,1,26,Mankind Pharma,BATCH775423,2026-06-29,WH-HYD-01,204.62,2046.2
INV-PRD0056-BR06,PRD0056,BR06,239,49,860,Mankind Pharma,BATCH761829,2025-10-12,WH-HYD-02,204.62,48904.18
INV-PRD0056-BR07,PRD0056,BR07,228,52,689,Mankind Pharma,BATCH421867,2026-11-30,WH-CHN-01,204.62,46653.36
INV-PRD0056-BR08,PRD0056,BR08,7,1,26,Mankind Pharma,BATCH836119,2025-11-01,WH-HYD-01,204.62,1432.34
INV-PRD0057-BR01,PRD0057,BR01,134,27,400,Sun Pharmaceuticals,BATCH817986,2026-12-18,WH-HYD-02,166.9,22364.6
INV-PRD0057-BR02,PRD0057,BR02,284,60,763,Sun Pharmaceuticals,BATCH196076,2025-12-15,WH-CHN-01,166.9,47399.6
INV-PRD0057-BR03,PRD0057,BR03,196,35,568,Sun Pharmaceuticals,BATCH294179,2025-04-09,WH-HYD-01,166.9,32712.4
INV-PRD0057-BR04,PRD0057,BR04,167,29,626,Sun Pharmaceuticals,BATCH156171,2025-03-18,WH-HYD-02,166.9,27872.3
INV-PRD0057-BR05,PRD0057,BR05,155,33,490,Sun Pharmaceuticals,BATCH468426,2025-12-30,WH-HYD-01,166.9,25869.5
INV-PRD0057-BR06,PRD0057,BR06,56,10,183,Sun Pharmaceuticals,BATCH309751,2025-07-20,WH-BLR-01,166.9,9346.4
INV-PRD0057-BR07,PRD0057,BR07,130,23,424,Sun Pharmaceuticals,BATCH437360,2026-05-08,WH-CHN-01,166.9,21697.0
INV-PRD0057-BR08,PRD0057,BR08,35,7,93,Sun Pharmaceuticals,BATCH564441,2025-12-24,WH-HYD-02,166.9,5841.5
INV-PRD0058-BR01,PRD0058,BR01,224,50,865,Lupin Pharma,BATCH835347,2025-03-03,WH-BLR-01,122.66,27475.84
INV-PRD0058-BR02,PRD0058,BR02,273,67,1049,Lupin Pharma,BATCH506470,2025-11-04,WH-HYD-02,122.66,33486.18
INV-PRD0058-BR03,PRD0058,BR03,94,18,366,Lupin Pharma,BATCH881387,2026-09-09,WH-BLR-01,122.66,11530.04
INV-PRD0058-BR04,PRD0058,BR04,3,0,10,Lupin Pharma,BATCH624053,2025-10-26,WH-BLR-01,122.66,367.98
INV-PRD0058-BR05,PRD0058,BR05,111,21,372,Lupin Pharma,BATCH509824,2025-01-11,WH-HYD-02,122.66,13615.26
INV-PRD0058-BR06,PRD0058,BR06,206,36,660,Lupin Pharma,BATCH125355,2025-12-24,WH-HYD-02,122.66,25267.96
INV-PRD0058-BR07,PRD0058,BR07,207,51,824,Lupin Pharma,BATCH541057,2026-02-23,WH-HYD-02,122.66,25390.62
INV-PRD0058-BR08,PRD0058,BR08,24,5,95,Lupin Pharma,BATCH427333,2025-04-21,WH-BLR-01,122.66,2943.84
INV-PRD0059-BR01,PRD0059,BR01,87,17,346,Sun Pharmaceuticals,BATCH246649,2025-06-19,WH-CHN-01,121.46,10567.02
INV-PRD0059-BR02,PRD0059,BR02,123,22,491,Sun Pharmaceuticals,BATCH207036,2025-07-15,WH-HYD-02,121.46,14939.58
INV-PRD0059-BR03,PRD0059,BR03,311,50,779,Sun Pharmaceuticals,BATCH802969,2025-05-20,WH-CHN-01,121.46,37774.06
INV-PRD0059-BR04,PRD0059,BR04,135,29,343,Sun Pharmaceuticals,BATCH107361,2026-05-17,WH-BLR-01,121.46,16397.1
INV-PRD0059-BR05,PRD0059,BR05,276,50,740,Sun Pharmaceuticals,BATCH373924,2026-05-10,WH-CHN-01,121.46,33522.96
INV-PRD0059-BR06,PRD0059,BR06,6,1,20,Sun Pharmaceuticals,BATCH418086,2025-07-03,WH-CHN-01,121.46,728.76
INV-PRD0059-BR07,PRD0059,BR07,133,29,393,Sun Pharmaceuticals,BATCH899582,2026-06-19,WH-HYD-01,121.46,16154.18
INV-PRD0059-BR08,PRD0059,BR08,323,56,885,Sun Pharmaceuticals,BATCH599818,2026-02-04,WH-BLR-01,121.46,39231.58
INV-PRD0060-BR01,PRD0060,BR01,1,0,2,Mankind Pharma,BATCH821078,2025-08-05,WH-HYD-02,148.92,148.92
INV-PRD0060-BR02,PRD0060,BR02,67,14,246,Mankind Pharma,BATCH373207,2025-08-31,WH-CHN-01,148.92,9977.64
INV-PRD0060-BR03,PRD0060,BR03,120,26,463,Mankind Pharma,BATCH756006,2026-01-04,WH-HYD-01,148.92,17870.4
INV-PRD0060-BR04,PRD0060,BR04,158,23,448,Mankind Pharma,BATCH816125,2025-11-12,WH-BLR-01,148.92,23529.36
INV-PRD0060-BR05,PRD0060,BR05,289,49,908,Mankind Pharma,BATCH536194,2026-09-06,WH-CHN-01,148.92,43037.88
INV-PRD0060-BR06,PRD0060,BR06,71,11,247,Mankind Pharma,BATCH412598,2026-09-23,WH-HYD-01,148.92,10573.32
INV-PRD0060-BR07,PRD0060,BR07,290,60,776,Mankind Pharma,BATCH287485,2026-03-02,WH-CHN-01,148.92,43186.8
INV-PRD0060-BR08,PRD0060,BR08,227,39,750,Mankind Pharma,BATCH910575,2025-12-10,WH-HYD-02,148.92,33804.84
INV-PRD0061-BR01,PRD0061,BR01,116,20,361,Dr. Reddy's Labs,BATCH285032,2026-10-04,WH-HYD-02,151.41,17563.56
INV-PRD0061-BR02,PRD0061,BR02,94,19,294,Dr. Reddy's Labs,BATCH966238,2026-05-27,WH-HYD-01,151.41,14232.54
INV-PRD0061-BR03,PRD0061,BR03,214,37,647,Dr. Reddy's Labs,BATCH298179,2026-12-06,WH-BLR-01,151.41,32401.74
INV-PRD0061-BR04,PRD0061,BR04,174,30,692,Dr. Reddy's Labs,BATCH544509,2025-02-19,WH-BLR-01,151.41,26345.34
INV-PRD0061-BR05,PRD0061,BR05,175,43,473,Dr. Reddy's Labs,BATCH203501,2025-05-25,WH-HYD-01,151.41,26496.75
INV-PRD0061-BR06,PRD0061,BR06,357,76,1304,Dr. Reddy's Labs,BATCH785897,2025-03-21,WH-HYD-01,151.41,54053.37
INV-PRD0061-BR07,PRD0061,BR07,308,55,984,Dr. Reddy's Labs,BATCH695772,2026-04-24,WH-HYD-01,151.41,46634.28
INV-PRD0061-BR08,PRD0061,BR08,42,9,137,Dr. Reddy's Labs,BATCH346727,2025-02-10,WH-BLR-01,151.41,6359.22
INV-PRD0062-BR01,PRD0062,BR01,148,23,504,Abbott India,BATCH844521,2025-08-23,WH-HYD-01,57.18,8462.64
INV-PRD0062-BR02,PRD0062,BR02,368,60,1109,Abbott India,BATCH597891,2025-06-08,WH-HYD-01,57.18,21042.24
INV-PRD0062-BR03,PRD0062,BR03,252,42,875,Abbott India,BATCH831179,2025-01-11,WH-HYD-01,57.18,14409.36
INV-PRD0062-BR04,PRD0062,BR04,5,1,18,Abbott India,BATCH304090,2025-12-13,WH-HYD-01,57.18,285.9
INV-PRD0062-BR05,PRD0062,BR05,195,42,601,Abbott India,BATCH384595,2026-05-25,WH-CHN-01,57.18,11150.1
INV-PRD0062-BR06,PRD0062,BR06,130,26,501,Abbott India,BATCH651719,2025-08-08,WH-HYD-01,57.18,7433.4
INV-PRD0062-BR07,PRD0062,BR07,284,68,1022,Abbott India,BATCH724008,2025-04-15,WH-HYD-02,57.18,16239.12
INV-PRD0062-BR08,PRD0062,BR08,312,61,1087,Abbott India,BATCH374123,2026-07-26,WH-HYD-01,57.18,17840.16
INV-PRD0063-BR01,PRD0063,BR01,169,32,431,Mankind Pharma,BATCH682849,2026-06-16,WH-BLR-01,130.93,22127.17
INV-PRD0063-BR02,PRD0063,BR02,29,4,84,Mankind Pharma,BATCH541221,2025-08-04,WH-BLR-01,130.93,3796.97
INV-PRD0063-BR03,PRD0063,BR03,156,36,556,Mankind Pharma,BATCH434480,2025-10-30,WH-CHN-01,130.93,20425.08
INV-PRD0063-BR04,PRD0063,BR04,185,29,507,Mankind Pharma,BATCH349563,2026-03-28,WH-CHN-01,130.93,24222.05
INV-PRD0063-BR05,PRD0063,BR05,206,50,794,Mankind Pharma,BATCH145873,2026-07-31,WH-HYD-01,130.93,26971.58
INV-PRD0063-BR06,PRD0063,BR06,208,42,819,Mankind Pharma,BATCH670163,2025-10-04,WH-HYD-01,130.93,27233.44
INV-PRD0063-BR07,PRD0063,BR07,164,32,411,Mankind Pharma,BATCH905731,2026-09-27,WH-HYD-01,130.93,21472.52
INV-PRD0063-BR08,PRD0063,BR08,37,7,126,Mankind Pharma,BATCH100484,2025-08-05,WH-BLR-01,130.93,4844.41
INV-PRD0064-BR01,PRD0064,BR01,20,3,51,Dr. Reddy's Labs,BATCH516592,2025-06-18,WH-CHN-01,393.83,7876.6
INV-PRD0064-BR02,PRD0064,BR02,173,37,492,Dr. Reddy's Labs,BATCH892470,2026-01-27,WH-HYD-02,393.83,68132.59
INV-PRD0064-BR03,PRD0064,BR03,30,6,78,Dr. Reddy's Labs,BATCH668740,2025-05-07,WH-HYD-01,393.83,11814.9
INV-PRD0064-BR04,PRD0064,BR04,12,2,41,Dr. Reddy's Labs,BATCH315029,2025-06-27,WH-CHN-01,393.83,4725.96
INV-PRD0064-BR05,PRD0064,BR05,55,12,171,Dr. Reddy's Labs,BATCH218330,2026-03-27,WH-BLR-01,393.83,21660.65
INV-PRD0064-BR06,PRD0064,BR06,32,6,95,Dr. Reddy's Labs,BATCH171053,2026-12-23,WH-HYD-01,393.83,12602.56
INV-PRD0064-BR07,PRD0064,BR07,7,1,19,Dr. Reddy's Labs,BATCH869501,2025-06-04,WH-HYD-02,393.83,2756.81
INV-PRD0064-BR08,PRD0064,BR08,62,14,244,Dr. Reddy's Labs,BATCH723223,2026-12-22,WH-BLR-01,393.83,24417.46
INV-PRD0065-BR01,PRD0065,BR01,202,37,521,Mankind Pharma,BATCH448266,2025-10-27,WH-HYD-02,51.52,10407.04
INV-PRD0065-BR02,PRD0065,BR02,32,7,92,Mankind Pharma,BATCH509408,2025-03-09,WH-HYD-02,51.52,1648.64
INV-PRD0065-BR03,PRD0065,BR03,156,27,452,Mankind Pharma,BATCH786826,2025-12-06,WH-BLR-01,51.52,8037.12
INV-PRD0065-BR04,PRD0065,BR04,9,1,34,Mankind Pharma,BATCH738976,2026-01-28,WH-HYD-02,51.52,463.68
INV-PRD0065-BR05,PRD0065,BR05,36,5,124,Mankind Pharma,BATCH480887,2026-07-04,WH-BLR-01,51.52,1854.72
INV-PRD0065-BR06,PRD0065,BR06,131,20,482,Mankind Pharma,BATCH781007,2025-03-26,WH-HYD-02,51.52,6749.12
INV-PRD0065-BR07,PRD0065,BR07,99,24,323,Mankind Pharma,BATCH640687,2026-11-28,WH-HYD-01,51.52,5100.48
INV-PRD0065-BR08,PRD0065,BR08,156,35,562,Mankind Pharma,BATCH436781,2025-04-14,WH-CHN-01,51.52,8037.12
INV-PRD0066-BR01,PRD0066,BR01,117,20,410,Cipla Ltd,BATCH767151,2025-04-10,WH-HYD-02,187.25,21908.25
INV-PRD0066-BR02,PRD0066,BR02,241,40,694,Cipla Ltd,BATCH854529,2025-05-15,WH-HYD-01,187.25,45127.25
INV-PRD0066-BR03,PRD0066,BR03,110,20,426,Cipla Ltd,BATCH549415,2026-02-03,WH-CHN-01,187.25,20597.5
INV-PRD0066-BR04,PRD0066,BR04,103,18,298,Cipla Ltd,BATCH144195,2025-01-25,WH-HYD-02,187.25,19286.75
INV-PRD0066-BR05,PRD0066,BR05,210,37,613,Cipla Ltd,BATCH815369,2025-03-10,WH-HYD-01,187.25,39322.5
INV-PRD0066-BR06,PRD0066,BR06,60,12,196,Cipla Ltd,BATCH184805,2025-08-13,WH-HYD-01,187.25,11235.0
INV-PRD0066-BR07,PRD0066,BR07,80,17,244,Cipla Ltd,BATCH756759,2026-08-31,WH-HYD-02,187.25,14980.0
INV-PRD0066-BR08,PRD0066,BR08,237,57,674,Cipla Ltd,BATCH415465,2025-09-20,WH-CHN-01,187.25,44378.25
INV-PRD0067-BR01,PRD0067,BR01,33,5,125,Abbott India,BATCH982552,2025-08-10,WH-HYD-01,52.58,1735.14
INV-PRD0067-BR02,PRD0067,BR02,10,2,35,Abbott India,BATCH292779,2026-08-04,WH-CHN-01,52.58,525.8
INV-PRD0067-BR03,PRD0067,BR03,121,29,374,Abbott India,BATCH788690,2025-04-12,WH-HYD-02,52.58,6362.18
INV-PRD0067-BR04,PRD0067,BR04,21,5,78,Abbott India,BATCH768713,2026-10-13,WH-HYD-01,52.58,1104.18
INV-PRD0067-BR05,PRD0067,BR05,126,29,395,Abbott India,BATCH697525,2025-03-01,WH-CHN-01,52.58,6625.08
INV-PRD0067-BR06,PRD0067,BR06,114,21,428,Abbott India,BATCH796658,2025-07-17,WH-BLR-01,52.58,5994.12
INV-PRD0067-BR07,PRD0067,BR07,139,25,469,Abbott India,BATCH746874,2025-02-20,WH-HYD-02,52.58,7308.62
INV-PRD0067-BR08,PRD0067,BR08,106,20,346,Abbott India,BATCH542151,2026-11-22,WH-HYD-01,52.58,5573.48
INV-PRD0068-BR01,PRD0068,BR01,97,22,250,Sun Pharmaceuticals,BATCH957683,2026-08-06,WH-HYD-01,221.81,21515.57
INV-PRD0068-BR02,PRD0068,BR02,143,22,391,Sun Pharmaceuticals,BATCH785047,2026-12-22,WH-HYD-01,221.81,31718.83
INV-PRD0068-BR03,PRD0068,BR03,106,25,403,Sun Pharmaceuticals,BATCH998827,2025-01-11,WH-HYD-02,221.81,23511.86
INV-PRD0068-BR04,PRD0068,BR04,45,10,142,Sun Pharmaceuticals,BATCH750827,2025-07-05,WH-BLR-01,221.81,9981.45
INV-PRD0068-BR05,PRD0068,BR05,129,25,436,Sun Pharmaceuticals,BATCH241997,2025-04-20,WH-BLR-01,221.81,28613.49
INV-PRD0068-BR06,PRD0068,BR06,17,3,50,Sun Pharmaceuticals,BATCH782493,2026-07-21,WH-CHN-01,221.81,3770.77
INV-PRD0068-BR07,PRD0068,BR07,65,12,225,Sun Pharmaceuticals,BATCH153076,2026-08-06,WH-BLR-01,221.81,14417.65
INV-PRD0068-BR08,PRD0068,BR08,45,9,146,Sun Pharmaceuticals,BATCH978326,2026-03-23,WH-BLR-01,221.81,9981.45
INV-PRD0069-BR01,PRD0069,BR01,53,8,206,Sun Pharmaceuticals,BATCH580330,2026-05-28,WH-CHN-01,151.1,8008.3
INV-PRD0069-BR02,PRD0069,BR02,85,14,280,Sun Pharmaceuticals,BATCH657240,2026-12-18,WH-HYD-02,151.1,12843.5
INV-PRD0069-BR03,PRD0069,BR03,5,1,13,Sun Pharmaceuticals,BATCH131053,2026-11-05,WH-HYD-01,151.1,755.5
INV-PRD0069-BR04,PRD0069,BR04,95,21,242,Sun Pharmaceuticals,BATCH969818,2025-04-19,WH-CHN-01,151.1,14354.5
INV-PRD0069-BR05,PRD0069,BR05,3,0,9,Sun Pharmaceuticals,BATCH758037,2026-06-07,WH-HYD-01,151.1,453.3
INV-PRD0069-BR06,PRD0069,BR06,109,24,315,Sun Pharmaceuticals,BATCH147773,2026-03-10,WH-HYD-02,151.1,16469.9
INV-PRD0069-BR07,PRD0069,BR07,41,8,127,Sun Pharmaceuticals,BATCH918922,2025-04-08,WH-CHN-01,151.1,6195.1
INV-PRD0069-BR08,PRD0069,BR08,86,19,294,Sun Pharmaceuticals,BATCH914907,2025-08-06,WH-CHN-01,151.1,12994.6
INV-PRD0070-BR01,PRD0070,BR01,52,8,141,Abbott India,BATCH990212,2026-09-14,WH-CHN-01,124.17,6456.84
INV-PRD0070-BR02,PRD0070,BR02,146,27,377,Abbott India,BATCH863015,2026-07-04,WH-BLR-01,124.17,18128.82
INV-PRD0070-BR03,PRD0070,BR03,128,20,418,Abbott India,BATCH533713,2026-09-18,WH-BLR-01,124.17,15893.76
INV-PRD0070-BR04,PRD0070,BR04,42,9,135,Abbott India,BATCH859921,2025-10-02,WH-CHN-01,124.17,5215.14
INV-PRD0070-BR05,PRD0070,BR05,104,17,284,Abbott India,BATCH650652,2025-01-19,WH-HYD-02,124.17,12913.68
INV-PRD0070-BR06,PRD0070,BR06,96,20,334,Abbott India,BATCH595950,2025-09-06,WH-HYD-01,124.17,11920.32
INV-PRD0070-BR07,PRD0070,BR07,59,11,192,Abbott India,BATCH284289,2026-01-28,WH-BLR-01,124.17,7326.03
INV-PRD0070-BR08,PRD0070,BR08,36,7,96,Abbott India,BATCH377892,2025-10-25,WH-BLR-01,124.17,4470.12
